Container stores 5000 plants:
tree: name = rrpkztbnaxly, length = 12, age = 1554, Fraction = 0.08333333333333333
tree: name = ozgwtawlnqctwmtvhm, length = 18, age = 456, Fraction = 0.1111111111111111
flower: name = ostthobegnmclaqb, length = 16, type = Type.HOME, Fraction = 0.25
flower: name = rmztkhcahfmauzb, length = 15, type = Type.HOME, Fraction = 0.2
flower: name = fmyaovvhloqpt, length = 13, type = Type.GARDEN, Fraction = 0.23076923076923078
tree: name = kvfvlmowgbtsabta, length = 16, age = 1748, Fraction = 0.1875
tree: name = iox, length = 3, age = 1392, Fraction = 0.6666666666666666
bush: name = affgmszx, length = 8, month = Month.OCTOBER, Fraction = 0.125
tree: name = luxdetezjwudnnkpgdcz, length = 20, age = 1005, Fraction = 0.2
bush: name = mfwxzuaqzpbkk, length = 13, month = Month.JUNE, Fraction = 0.15384615384615385
bush: name = hzpholjdw, length = 9, month = Month.MAY, Fraction = 0.1111111111111111
flower: name = heokjy, length = 6, type = Type.WILD, Fraction = 0.3333333333333333
flower: name = zpfpennneq, length = 10, type = Type.WILD, Fraction = 0.2
tree: name = ps, length = 2, age = 67, Fraction = 0.0
bush: name = gnphv, length = 5, month = Month.AUGUST, Fraction = 0.0
flower: name = sfytsydettnykkh, length = 15, type = Type.GARDEN, Fraction = 0.06666666666666667
bush: name = smqirxdjzazmkkxyvny, length = 19, month = Month.OCTOBER, Fraction = 0.10526315789473684
bush: name = osuhrisgg, length = 9, month = Month.AUGUST, Fraction = 0.3333333333333333
bush: name = ti, length = 2, month = Month.OCTOBER, Fraction = 0.5
flower: name = wqnefkleiogjcbwuuqat, length = 20, type = Type.HOME, Fraction = 0.35
bush: name = fn, length = 2, month = Month.MAY, Fraction = 0.0
tree: name = lemduejv, length = 8, age = 1646, Fraction = 0.375
bush: name = ldzwsnrxxnwqmwcyr, length = 17, month = Month.FEBRUARY, Fraction = 0.0
tree: name = sopc, length = 4, age = 1947, Fraction = 0.25
tree: name = ecwcfzrcvertxwazeoej, length = 20, age = 277, Fraction = 0.3
bush: name = viwe, length = 4, month = Month.SEPTEMBER, Fraction = 0.5
bush: name = xlos, length = 4, month = Month.DECEMBER, Fraction = 0.25
tree: name = tjdnkjbw, length = 8, age = 475, Fraction = 0.0
bush: name = xtsnrguafmzyebah, length = 16, month = Month.OCTOBER, Fraction = 0.25
tree: name = v, length = 1, age = 1737, Fraction = 0.0
tree: name = puzdwekk, length = 8, age = 1684, Fraction = 0.25
bush: name = vbyphzmovhrr, length = 12, month = Month.MARCH, Fraction = 0.08333333333333333
bush: name = dngeoaooosjdyk, length = 14, month = Month.JULY, Fraction = 0.42857142857142855
tree: name = oluxlejuzb, length = 10, age = 223, Fraction = 0.4
bush: name = bfxkfggkqzs, length = 11, month = Month.AUGUST, Fraction = 0.0
bush: name = jvkjar, length = 6, month = Month.SEPTEMBER, Fraction = 0.16666666666666666
tree: name = rigqenwfhwigjrtsqhue, length = 20, age = 1808, Fraction = 0.25
flower: name = qfmcazhv, length = 8, type = Type.WILD, Fraction = 0.125
tree: name = vfcahmjmaxsaet, length = 14, age = 1144, Fraction = 0.2857142857142857
flower: name = gkrjkgjtgdfdeb, length = 14, type = Type.HOME, Fraction = 0.07142857142857142
tree: name = oadtyrgtwn, length = 10, age = 518, Fraction = 0.2
tree: name = es, length = 2, age = 49, Fraction = 0.5
tree: name = idmuzkwhvcioxgxlb, length = 17, age = 149, Fraction = 0.23529411764705882
bush: name = gcjpg, length = 5, month = Month.OCTOBER, Fraction = 0.0
bush: name = xbwl, length = 4, month = Month.MARCH, Fraction = 0.0
bush: name = riiqdngqmhyuemtuagi, length = 19, month = Month.FEBRUARY, Fraction = 0.3684210526315789
flower: name = pw, length = 2, type = Type.GARDEN, Fraction = 0.0
tree: name = seficuovbzmcdznczho, length = 19, age = 13, Fraction = 0.2631578947368421
tree: name = fbvrf, length = 5, age = 1041, Fraction = 0.0
flower: name = ltzibljdgnoaxytpwt, length = 18, type = Type.GARDEN, Fraction = 0.16666666666666666
flower: name = winnxie, length = 7, type = Type.WILD, Fraction = 0.42857142857142855
tree: name = udvdlfrsbgzxxa, length = 14, age = 740, Fraction = 0.14285714285714285
flower: name = ckjffhhosalhksznpc, length = 18, type = Type.WILD, Fraction = 0.1111111111111111
tree: name = n, length = 1, age = 358, Fraction = 0.0
bush: name = qwcbdwbbzo, length = 10, month = Month.NOVEMBER, Fraction = 0.1
bush: name = xfkrkha, length = 7, month = Month.NOVEMBER, Fraction = 0.14285714285714285
bush: name = dxu, length = 3, month = Month.MAY, Fraction = 0.3333333333333333
flower: name = kubcq, length = 5, type = Type.GARDEN, Fraction = 0.2
bush: name = gboyenfcfbpdlhdvovqe, length = 20, month = Month.MAY, Fraction = 0.2
flower: name = ges, length = 3, type = Type.HOME, Fraction = 0.3333333333333333
tree: name = estfz, length = 5, age = 1362, Fraction = 0.2
flower: name = seddidyxponxbnqxp, length = 17, type = Type.WILD, Fraction = 0.17647058823529413
tree: name = jlgqllrazras, length = 12, age = 1694, Fraction = 0.16666666666666666
bush: name = vzchikz, length = 7, month = Month.FEBRUARY, Fraction = 0.14285714285714285
tree: name = sismerv, length = 7, age = 474, Fraction = 0.2857142857142857
bush: name = idczhpgsdvs, length = 11, month = Month.MAY, Fraction = 0.09090909090909091
tree: name = laen, length = 4, age = 1140, Fraction = 0.5
flower: name = e, length = 1, type = Type.HOME, Fraction = 1.0
tree: name = iwrtuir, length = 7, age = 1968, Fraction = 0.42857142857142855
tree: name = ufwcipowaxci, length = 12, age = 444, Fraction = 0.4166666666666667
bush: name = mjnrcjpy, length = 8, month = Month.JULY, Fraction = 0.0
tree: name = msfbbwwf, length = 8, age = 1709, Fraction = 0.0
bush: name = wkhmzy, length = 6, month = Month.NOVEMBER, Fraction = 0.0
flower: name = ykk, length = 3, type = Type.WILD, Fraction = 0.0
bush: name = qczoxsikujvcymyo, length = 16, month = Month.MAY, Fraction = 0.25
flower: name = lkgg, length = 4, type = Type.HOME, Fraction = 0.0
flower: name = luj, length = 3, type = Type.HOME, Fraction = 0.3333333333333333
tree: name = anquwmtolxllcszku, length = 17, age = 1045, Fraction = 0.23529411764705882
tree: name = jnvdfqoavxwt, length = 12, age = 232, Fraction = 0.16666666666666666
tree: name = zthqobokwanzls, length = 14, age = 1410, Fraction = 0.21428571428571427
tree: name = dvdzhlmt, length = 8, age = 735, Fraction = 0.0
tree: name = cvehmddiihzewbgvaf, length = 18, age = 1223, Fraction = 0.2777777777777778
bush: name = xlwtltldcmwoprn, length = 15, month = Month.OCTOBER, Fraction = 0.06666666666666667
tree: name = oqrzeu, length = 6, age = 1425, Fraction = 0.5
bush: name = clepazaclh, length = 10, month = Month.MAY, Fraction = 0.3
bush: name = qbqeeiyrenjhzyaknzhd, length = 20, month = Month.DECEMBER, Fraction = 0.25
tree: name = mdyodffwmkfpk, length = 13, age = 568, Fraction = 0.07692307692307693
tree: name = krrn, length = 4, age = 1865, Fraction = 0.0
tree: name = xoyxnwdgiotofmhzy, length = 17, age = 436, Fraction = 0.23529411764705882
tree: name = atcvdkw, length = 7, age = 699, Fraction = 0.14285714285714285
tree: name = tonblyjgrxwfttkps, length = 17, age = 1024, Fraction = 0.058823529411764705
bush: name = m, length = 1, month = Month.NOVEMBER, Fraction = 0.0
flower: name = uuqzbhkbgwzysxe, length = 15, type = Type.WILD, Fraction = 0.2
bush: name = argyqqpo, length = 8, month = Month.AUGUST, Fraction = 0.25
bush: name = cggzmjmswyxadfmhduje, length = 20, month = Month.FEBRUARY, Fraction = 0.15
flower: name = nbsqgekbupfm, length = 12, type = Type.HOME, Fraction = 0.16666666666666666
bush: name = iv, length = 2, month = Month.SEPTEMBER, Fraction = 0.5
flower: name = fwuptjes, length = 8, type = Type.WILD, Fraction = 0.25
flower: name = fzyrf, length = 5, type = Type.WILD, Fraction = 0.0
tree: name = gpzldgpnrhxcbm, length = 14, age = 1096, Fraction = 0.0
tree: name = jkxkvdzthocbzr, length = 14, age = 567, Fraction = 0.07142857142857142
tree: name = vtpdvorj, length = 8, age = 1762, Fraction = 0.125
flower: name = bzzgcqpoe, length = 9, type = Type.HOME, Fraction = 0.2222222222222222
tree: name = s, length = 1, age = 219, Fraction = 0.0
tree: name = eidvi, length = 5, age = 660, Fraction = 0.6
flower: name = dcpsqmfejg, length = 10, type = Type.GARDEN, Fraction = 0.1
tree: name = xbbyll, length = 6, age = 1303, Fraction = 0.0
flower: name = ksw, length = 3, type = Type.WILD, Fraction = 0.0
bush: name = swuklcjnxuwwgrtvhsqy, length = 20, month = Month.MARCH, Fraction = 0.1
tree: name = djckqxnlypaplaqn, length = 16, age = 426, Fraction = 0.125
flower: name = gligctttceieob, length = 14, type = Type.WILD, Fraction = 0.35714285714285715
flower: name = inieyjtifxwbftij, length = 16, type = Type.GARDEN, Fraction = 0.3125
tree: name = ebwwghurakthhhnbydd, length = 19, age = 986, Fraction = 0.15789473684210525
bush: name = rmazdctoodkoliunby, length = 18, month = Month.OCTOBER, Fraction = 0.3333333333333333
flower: name = valpt, length = 5, type = Type.WILD, Fraction = 0.2
tree: name = dvpkdeontrlzlwqwydfd, length = 20, age = 748, Fraction = 0.1
tree: name = ku, length = 2, age = 1832, Fraction = 0.5
flower: name = qbent, length = 5, type = Type.HOME, Fraction = 0.2
flower: name = jgvectwlfbvsvmpi, length = 16, type = Type.GARDEN, Fraction = 0.125
tree: name = tplzxe, length = 6, age = 989, Fraction = 0.16666666666666666
bush: name = fvpygpxhyo, length = 10, month = Month.AUGUST, Fraction = 0.1
flower: name = sbwiozqgkbpkydbbdxae, length = 20, type = Type.GARDEN, Fraction = 0.2
bush: name = gzixrtdoo, length = 9, month = Month.MARCH, Fraction = 0.3333333333333333
tree: name = pccrpgq, length = 7, age = 240, Fraction = 0.0
flower: name = koohnhhwqrkih, length = 13, type = Type.WILD, Fraction = 0.23076923076923078
tree: name = mnyryrzbenyogvpgysm, length = 19, age = 1844, Fraction = 0.10526315789473684
bush: name = lysqsbhsdga, length = 11, month = Month.AUGUST, Fraction = 0.09090909090909091
flower: name = srffzepy, length = 8, type = Type.HOME, Fraction = 0.125
bush: name = xykubqdvebxdlwk, length = 15, month = Month.FEBRUARY, Fraction = 0.13333333333333333
tree: name = zhjwwbgkpmamfblcmiz, length = 19, age = 1358, Fraction = 0.10526315789473684
flower: name = jyw, length = 3, type = Type.GARDEN, Fraction = 0.0
bush: name = dbcnnmdofipty, length = 13, month = Month.FEBRUARY, Fraction = 0.15384615384615385
bush: name = hoyu, length = 4, month = Month.DECEMBER, Fraction = 0.5
tree: name = ytpwlhatn, length = 9, age = 285, Fraction = 0.1111111111111111
bush: name = dloocasjebfvwknjy, length = 17, month = Month.OCTOBER, Fraction = 0.23529411764705882
bush: name = tdjrkhqghh, length = 10, month = Month.NOVEMBER, Fraction = 0.0
flower: name = ofdm, length = 4, type = Type.WILD, Fraction = 0.25
bush: name = tqgy, length = 4, month = Month.OCTOBER, Fraction = 0.0
flower: name = pkztai, length = 6, type = Type.WILD, Fraction = 0.3333333333333333
flower: name = vbtmnbpg, length = 8, type = Type.GARDEN, Fraction = 0.0
bush: name = hdimpojbyrwqhwztjc, length = 18, month = Month.OCTOBER, Fraction = 0.1111111111111111
tree: name = pypvpydo, length = 8, age = 1117, Fraction = 0.125
bush: name = xkzatqwreflhjmerifk, length = 19, month = Month.MAY, Fraction = 0.21052631578947367
flower: name = jhgcvep, length = 7, type = Type.WILD, Fraction = 0.14285714285714285
tree: name = vsdehpk, length = 7, age = 867, Fraction = 0.14285714285714285
tree: name = hqchuybqibqv, length = 12, age = 1581, Fraction = 0.16666666666666666
tree: name = zqtasgopltgoz, length = 13, age = 1015, Fraction = 0.23076923076923078
tree: name = bkkqbn, length = 6, age = 1735, Fraction = 0.0
bush: name = bz, length = 2, month = Month.AUGUST, Fraction = 0.0
flower: name = qseljfr, length = 7, type = Type.WILD, Fraction = 0.14285714285714285
bush: name = epvzybcvncjfzgujep, length = 18, month = Month.OCTOBER, Fraction = 0.16666666666666666
flower: name = glclsjvpippocjencb, length = 18, type = Type.WILD, Fraction = 0.16666666666666666
bush: name = ksayvouviscceyaiqsj, length = 19, month = Month.AUGUST, Fraction = 0.3684210526315789
flower: name = fhrcfvhdpi, length = 10, type = Type.GARDEN, Fraction = 0.1
bush: name = oyfalnjhwaebhxxhyy, length = 18, month = Month.DECEMBER, Fraction = 0.2222222222222222
bush: name = bmainoqokgfgnz, length = 14, month = Month.DECEMBER, Fraction = 0.2857142857142857
bush: name = ktqjvpfjkxp, length = 11, month = Month.SEPTEMBER, Fraction = 0.0
tree: name = dntewmrafpwxgzdq, length = 16, age = 1727, Fraction = 0.125
bush: name = exymauzhlsdx, length = 12, month = Month.AUGUST, Fraction = 0.25
tree: name = ocoplldsav, length = 10, age = 1580, Fraction = 0.3
tree: name = gfthtjrzaajacqvaqehl, length = 20, age = 557, Fraction = 0.25
bush: name = mxbagcymeojhxd, length = 14, month = Month.JULY, Fraction = 0.21428571428571427
tree: name = xd, length = 2, age = 243, Fraction = 0.0
bush: name = tvaw, length = 4, month = Month.JUNE, Fraction = 0.25
tree: name = gupeln, length = 6, age = 1189, Fraction = 0.3333333333333333
flower: name = bjnczjjteo, length = 10, type = Type.GARDEN, Fraction = 0.2
flower: name = ssdiybdrtumirgnygpax, length = 20, type = Type.WILD, Fraction = 0.2
flower: name = fqqrtutoqyfdwywqnibp, length = 20, type = Type.WILD, Fraction = 0.15
tree: name = aqco, length = 4, age = 620, Fraction = 0.5
flower: name = trggycvdozf, length = 11, type = Type.HOME, Fraction = 0.09090909090909091
bush: name = m, length = 1, month = Month.OCTOBER, Fraction = 0.0
bush: name = zxreddownxwblmq, length = 15, month = Month.JANUARY, Fraction = 0.13333333333333333
bush: name = tqzmqnmb, length = 8, month = Month.AUGUST, Fraction = 0.0
flower: name = clkijtjzjhlmfbgds, length = 17, type = Type.GARDEN, Fraction = 0.058823529411764705
bush: name = fzdqnlidb, length = 9, month = Month.SEPTEMBER, Fraction = 0.1111111111111111
tree: name = tpnkkiyxc, length = 9, age = 1527, Fraction = 0.1111111111111111
tree: name = rnodsk, length = 6, age = 1986, Fraction = 0.16666666666666666
flower: name = jwqxyi, length = 6, type = Type.GARDEN, Fraction = 0.16666666666666666
tree: name = ycpxnjy, length = 7, age = 1219, Fraction = 0.0
tree: name = hmuxgjku, length = 8, age = 1060, Fraction = 0.25
flower: name = gscbzmepfwcjfp, length = 14, type = Type.GARDEN, Fraction = 0.07142857142857142
tree: name = azwcgxsddikg, length = 12, age = 806, Fraction = 0.16666666666666666
tree: name = kf, length = 2, age = 288, Fraction = 0.0
bush: name = xn, length = 2, month = Month.JULY, Fraction = 0.0
tree: name = qwxeiwiyeyxa, length = 12, age = 1509, Fraction = 0.4166666666666667
bush: name = v, length = 1, month = Month.OCTOBER, Fraction = 0.0
flower: name = dlvqzqazfwf, length = 11, type = Type.GARDEN, Fraction = 0.09090909090909091
tree: name = ldknyqdovnbuczmpv, length = 17, age = 1685, Fraction = 0.11764705882352941
flower: name = wq, length = 2, type = Type.WILD, Fraction = 0.0
tree: name = nqjua, length = 5, age = 1601, Fraction = 0.4
tree: name = dxojbiwbtapldbzrpz, length = 18, age = 1385, Fraction = 0.16666666666666666
bush: name = tpctwolv, length = 8, month = Month.DECEMBER, Fraction = 0.125
flower: name = knidasdpp, length = 9, type = Type.WILD, Fraction = 0.2222222222222222
bush: name = wdddqxwxquqriairxw, length = 18, month = Month.OCTOBER, Fraction = 0.2222222222222222
bush: name = svetxrqppsszsaa, length = 15, month = Month.SEPTEMBER, Fraction = 0.2
flower: name = uzxixhncn, length = 9, type = Type.HOME, Fraction = 0.2222222222222222
tree: name = xbjcvcpzcricgtjd, length = 16, age = 1845, Fraction = 0.0625
bush: name = hztzarpapvcxjhixij, length = 18, month = Month.FEBRUARY, Fraction = 0.2222222222222222
bush: name = n, length = 1, month = Month.FEBRUARY, Fraction = 0.0
bush: name = mqqbvd, length = 6, month = Month.MAY, Fraction = 0.0
flower: name = yvdrumaybcpx, length = 12, type = Type.WILD, Fraction = 0.16666666666666666
flower: name = zbzknwnvkecfaqgjijs, length = 19, type = Type.HOME, Fraction = 0.15789473684210525
bush: name = mpezvrwxkwabr, length = 13, month = Month.FEBRUARY, Fraction = 0.15384615384615385
tree: name = ossfuevmokhn, length = 12, age = 1884, Fraction = 0.3333333333333333
tree: name = cvpfverre, length = 9, age = 1231, Fraction = 0.2222222222222222
tree: name = mxcdeqbuh, length = 9, age = 864, Fraction = 0.2222222222222222
flower: name = ufl, length = 3, type = Type.GARDEN, Fraction = 0.3333333333333333
tree: name = yom, length = 3, age = 222, Fraction = 0.3333333333333333
tree: name = ykzlwodevmbnggoii, length = 17, age = 29, Fraction = 0.29411764705882354
flower: name = bpglm, length = 5, type = Type.GARDEN, Fraction = 0.0
tree: name = jgyykkrcvwsleafnls, length = 18, age = 1473, Fraction = 0.1111111111111111
tree: name = fciijgzvgrpu, length = 12, age = 461, Fraction = 0.25
flower: name = rzdaedit, length = 8, type = Type.GARDEN, Fraction = 0.375
flower: name = kftxnomlrkskfzx, length = 15, type = Type.GARDEN, Fraction = 0.06666666666666667
flower: name = krtpdas, length = 7, type = Type.HOME, Fraction = 0.14285714285714285
bush: name = hsumnfrjq, length = 9, month = Month.JUNE, Fraction = 0.1111111111111111
tree: name = lkyzj, length = 5, age = 1224, Fraction = 0.0
flower: name = owns, length = 4, type = Type.GARDEN, Fraction = 0.25
tree: name = ltxpthqwgltrjwdmkww, length = 19, age = 268, Fraction = 0.0
flower: name = zxcagxqixw, length = 10, type = Type.HOME, Fraction = 0.2
tree: name = ycf, length = 3, age = 578, Fraction = 0.0
tree: name = iyqajskhhxfb, length = 12, age = 40, Fraction = 0.16666666666666666
flower: name = usyfvtxe, length = 8, type = Type.GARDEN, Fraction = 0.25
flower: name = yjarfjxr, length = 8, type = Type.WILD, Fraction = 0.125
flower: name = uiydxsbg, length = 8, type = Type.HOME, Fraction = 0.25
flower: name = hcxfdhutcmcsz, length = 13, type = Type.WILD, Fraction = 0.07692307692307693
tree: name = zgdpjiec, length = 8, age = 1828, Fraction = 0.25
flower: name = bxctkskig, length = 9, type = Type.HOME, Fraction = 0.1111111111111111
tree: name = qjhrj, length = 5, age = 1107, Fraction = 0.0
tree: name = mokdlpxbkkdpbrpwllti, length = 20, age = 1328, Fraction = 0.1
flower: name = durxpqxohpmsqy, length = 14, type = Type.WILD, Fraction = 0.14285714285714285
