Container stores 10000 plants:
bush: name = xfbfzzfpwiigklfku, length = 17, month = Month.JANUARY, Fraction = 0.17647058823529413
tree: name = lnkxick, length = 7, age = 1649, Fraction = 0.14285714285714285
tree: name = evcbnhcyrq, length = 10, age = 1024, Fraction = 0.1
flower: name = vrtyhigsrkjsvprmziia, length = 20, type = Type.HOME, Fraction = 0.2
bush: name = aaxjzsbuilboamz, length = 15, month = Month.SEPTEMBER, Fraction = 0.4
bush: name = ywtjemd, length = 7, month = Month.DECEMBER, Fraction = 0.14285714285714285
flower: name = ieau, length = 4, type = Type.WILD, Fraction = 1.0
tree: name = pwcpcvylsbvprzghtqud, length = 20, age = 644, Fraction = 0.05
bush: name = s, length = 1, month = Month.MAY, Fraction = 0.0
flower: name = ojc, length = 3, type = Type.GARDEN, Fraction = 0.3333333333333333
tree: name = vufvscihdfshe, length = 13, age = 1634, Fraction = 0.23076923076923078
flower: name = jclglykhz, length = 9, type = Type.HOME, Fraction = 0.0
bush: name = sizfxcsogiymnauzhizs, length = 20, month = Month.FEBRUARY, Fraction = 0.3
tree: name = uhbhaoxvvjwse, length = 13, age = 244, Fraction = 0.3076923076923077
tree: name = exlg, length = 4, age = 1701, Fraction = 0.25
bush: name = xj, length = 2, month = Month.JANUARY, Fraction = 0.0
bush: name = kgkdevrdmatvyda, length = 15, month = Month.JUNE, Fraction = 0.2
bush: name = svmkostjvvcdauh, length = 15, month = Month.FEBRUARY, Fraction = 0.2
tree: name = zaxygshulokukvfrovp, length = 19, age = 1980, Fraction = 0.2631578947368421
tree: name = ybxjsgbcvbtt, length = 12, age = 1335, Fraction = 0.0
flower: name = xy, length = 2, type = Type.HOME, Fraction = 0.0
bush: name = j, length = 1, month = Month.FEBRUARY, Fraction = 0.0
flower: name = zegrcrlxwhgod, length = 13, type = Type.GARDEN, Fraction = 0.15384615384615385
bush: name = vtqkzoyyltitkfk, length = 15, month = Month.JANUARY, Fraction = 0.13333333333333333
bush: name = hgusnsgzeehlwngns, length = 17, month = Month.OCTOBER, Fraction = 0.17647058823529413
flower: name = fqaocfze, length = 8, type = Type.WILD, Fraction = 0.375
bush: name = fsoz, length = 4, month = Month.OCTOBER, Fraction = 0.25
flower: name = rhsvpjlwtzkdqnjwlbk, length = 19, type = Type.HOME, Fraction = 0.0
tree: name = rc, length = 2, age = 960, Fraction = 0.0
flower: name = ahdeyaifldcxa, length = 13, type = Type.HOME, Fraction = 0.38461538461538464
tree: name = qsvztb, length = 6, age = 1517, Fraction = 0.0
bush: name = dtfzivsk, length = 8, month = Month.SEPTEMBER, Fraction = 0.125
flower: name = rqtzzf, length = 6, type = Type.GARDEN, Fraction = 0.0
tree: name = ueyvmoswjgwyyqsras, length = 18, age = 752, Fraction = 0.2222222222222222
bush: name = vbdtg, length = 5, month = Month.MAY, Fraction = 0.0
flower: name = cigzbere, length = 8, type = Type.HOME, Fraction = 0.375
tree: name = caxqlhpnzjrktkn, length = 15, age = 628, Fraction = 0.06666666666666667
bush: name = rcjvxhk, length = 7, month = Month.JULY, Fraction = 0.0
flower: name = toi, length = 3, type = Type.HOME, Fraction = 0.6666666666666666
bush: name = qm, length = 2, month = Month.SEPTEMBER, Fraction = 0.0
flower: name = mydschjb, length = 8, type = Type.HOME, Fraction = 0.0
flower: name = j, length = 1, type = Type.GARDEN, Fraction = 0.0
tree: name = sxlnqy, length = 6, age = 533, Fraction = 0.0
bush: name = atjkhdlkmgduya, length = 14, month = Month.DECEMBER, Fraction = 0.21428571428571427
tree: name = s, length = 1, age = 916, Fraction = 0.0
tree: name = ztw, length = 3, age = 286, Fraction = 0.0
bush: name = qwiwyujsl, length = 9, month = Month.APRIL, Fraction = 0.2222222222222222
flower: name = swxvrxe, length = 7, type = Type.GARDEN, Fraction = 0.14285714285714285
tree: name = qxhwvfsc, length = 8, age = 1941, Fraction = 0.0
flower: name = pbvcvvvdwhxiwcqg, length = 16, type = Type.WILD, Fraction = 0.0625
flower: name = xojccoiaqdq, length = 11, type = Type.GARDEN, Fraction = 0.36363636363636365
tree: name = hkwttec, length = 7, age = 1409, Fraction = 0.14285714285714285
tree: name = kfaozrxi, length = 8, age = 1912, Fraction = 0.375
flower: name = peotjqdyjmra, length = 12, type = Type.HOME, Fraction = 0.25
flower: name = qd, length = 2, type = Type.GARDEN, Fraction = 0.0
tree: name = fqe, length = 3, age = 1671, Fraction = 0.3333333333333333
flower: name = ninii, length = 5, type = Type.GARDEN, Fraction = 0.6
tree: name = erocxskgxixmythxyu, length = 18, age = 1841, Fraction = 0.2222222222222222
bush: name = wmkelskmslbmyaeep, length = 17, month = Month.FEBRUARY, Fraction = 0.23529411764705882
bush: name = t, length = 1, month = Month.SEPTEMBER, Fraction = 0.0
bush: name = dnbtgqbh, length = 8, month = Month.OCTOBER, Fraction = 0.0
tree: name = bftgtapzuiwasa, length = 14, age = 1813, Fraction = 0.35714285714285715
bush: name = ngatpoaxazhajbmq, length = 16, month = Month.APRIL, Fraction = 0.3125
flower: name = eidelnswdefc, length = 12, type = Type.WILD, Fraction = 0.3333333333333333
flower: name = vhmgrcr, length = 7, type = Type.WILD, Fraction = 0.0
tree: name = hmlefkrltstwmvcv, length = 16, age = 1419, Fraction = 0.0625
flower: name = xlq, length = 3, type = Type.WILD, Fraction = 0.0
tree: name = excsnsykyvobbf, length = 14, age = 1244, Fraction = 0.14285714285714285
tree: name = bpr, length = 3, age = 1455, Fraction = 0.0
flower: name = vegzridszkdwbdqkkie, length = 19, type = Type.WILD, Fraction = 0.21052631578947367
bush: name = ndckirygodjuxh, length = 14, month = Month.JUNE, Fraction = 0.21428571428571427
tree: name = p, length = 1, age = 874, Fraction = 0.0
bush: name = savswvtuzlxfizs, length = 15, month = Month.NOVEMBER, Fraction = 0.2
flower: name = ejdf, length = 4, type = Type.WILD, Fraction = 0.25
flower: name = cuiqpz, length = 6, type = Type.WILD, Fraction = 0.3333333333333333
flower: name = bmttvmomajtrmuir, length = 16, type = Type.HOME, Fraction = 0.25
flower: name = qjxwzmhvf, length = 9, type = Type.HOME, Fraction = 0.0
bush: name = crizspwsiudigr, length = 14, month = Month.APRIL, Fraction = 0.2857142857142857
bush: name = ocudg, length = 5, month = Month.JULY, Fraction = 0.4
bush: name = bzibjlfyorfxk, length = 13, month = Month.SEPTEMBER, Fraction = 0.15384615384615385
tree: name = aqmujuhwu, length = 9, age = 1227, Fraction = 0.4444444444444444
tree: name = ncmnyyiuatjfzxmfpm, length = 18, age = 701, Fraction = 0.16666666666666666
bush: name = xzhyij, length = 6, month = Month.JULY, Fraction = 0.16666666666666666
flower: name = yuupgpenqygtyv, length = 14, type = Type.HOME, Fraction = 0.21428571428571427
bush: name = msqolhyht, length = 9, month = Month.JANUARY, Fraction = 0.1111111111111111
tree: name = tnhujutbcqcp, length = 12, age = 1626, Fraction = 0.16666666666666666
tree: name = tlvckvghiepotc, length = 14, age = 620, Fraction = 0.21428571428571427
flower: name = nddceixzvvwvng, length = 14, type = Type.HOME, Fraction = 0.14285714285714285
flower: name = dawtzfsdktgoswajmdlf, length = 20, type = Type.WILD, Fraction = 0.15
flower: name = ggret, length = 5, type = Type.WILD, Fraction = 0.2
bush: name = nccbwgrygfhdr, length = 13, month = Month.SEPTEMBER, Fraction = 0.0
tree: name = thsodpzfx, length = 9, age = 1705, Fraction = 0.1111111111111111
tree: name = imjmdnojdgytic, length = 14, age = 1696, Fraction = 0.21428571428571427
tree: name = lpcfqgn, length = 7, age = 1315, Fraction = 0.0
tree: name = wni, length = 3, age = 626, Fraction = 0.3333333333333333
bush: name = kvxbwerohuosvbizj, length = 17, month = Month.DECEMBER, Fraction = 0.29411764705882354
tree: name = hysi, length = 4, age = 1820, Fraction = 0.25
tree: name = wyuyeltaakkzmnxpz, length = 17, age = 1492, Fraction = 0.23529411764705882
tree: name = srop, length = 4, age = 1029, Fraction = 0.25
tree: name = qrtfa, length = 5, age = 1190, Fraction = 0.2
tree: name = tdcic, length = 5, age = 411, Fraction = 0.2
flower: name = teciw, length = 5, type = Type.HOME, Fraction = 0.4
bush: name = awmflzyov, length = 9, month = Month.APRIL, Fraction = 0.2222222222222222
bush: name = pxczxvddzpghciu, length = 15, month = Month.SEPTEMBER, Fraction = 0.13333333333333333
flower: name = dotzipbehjwbcjtg, length = 16, type = Type.WILD, Fraction = 0.1875
flower: name = vvvnj, length = 5, type = Type.HOME, Fraction = 0.0
bush: name = quoduyqz, length = 8, month = Month.DECEMBER, Fraction = 0.375
flower: name = nvfhqyk, length = 7, type = Type.HOME, Fraction = 0.0
tree: name = kaeek, length = 5, age = 793, Fraction = 0.6
tree: name = clkdg, length = 5, age = 108, Fraction = 0.0
flower: name = zjuhehccexxmo, length = 13, type = Type.HOME, Fraction = 0.3076923076923077
flower: name = jaiupqpbdnr, length = 11, type = Type.GARDEN, Fraction = 0.2727272727272727
flower: name = ckbzqy, length = 6, type = Type.HOME, Fraction = 0.0
flower: name = wyhtkuj, length = 7, type = Type.GARDEN, Fraction = 0.14285714285714285
tree: name = zxunocumfjusgl, length = 14, age = 1636, Fraction = 0.2857142857142857
flower: name = qdr, length = 3, type = Type.GARDEN, Fraction = 0.0
tree: name = pjcggyspckyihqaw, length = 16, age = 1812, Fraction = 0.125
tree: name = yrlhwpecl, length = 9, age = 521, Fraction = 0.1111111111111111
tree: name = rqgdxsto, length = 8, age = 1237, Fraction = 0.125
bush: name = ojuovpxwhkvwrwnjh, length = 17, month = Month.SEPTEMBER, Fraction = 0.17647058823529413
bush: name = wtcrisn, length = 7, month = Month.JANUARY, Fraction = 0.14285714285714285
tree: name = n, length = 1, age = 1776, Fraction = 0.0
tree: name = grqbbgmxeaxmqxhi, length = 16, age = 1096, Fraction = 0.1875
flower: name = nlz, length = 3, type = Type.WILD, Fraction = 0.0
bush: name = efjtqddbghu, length = 11, month = Month.SEPTEMBER, Fraction = 0.18181818181818182
tree: name = aznyvhvhmcpffgvcr, length = 17, age = 321, Fraction = 0.058823529411764705
bush: name = ikyb, length = 4, month = Month.NOVEMBER, Fraction = 0.25
flower: name = juzsyyybwzknbodoez, length = 18, type = Type.HOME, Fraction = 0.2222222222222222
tree: name = uylgtbiaotjrbiysv, length = 17, age = 1268, Fraction = 0.29411764705882354
tree: name = aitbhexdpptbazxfrc, length = 18, age = 1959, Fraction = 0.2222222222222222
flower: name = lungmpakdgumibgghqnx, length = 20, type = Type.HOME, Fraction = 0.2
tree: name = gntqpwiau, length = 9, age = 324, Fraction = 0.3333333333333333
flower: name = qufmaa, length = 6, type = Type.HOME, Fraction = 0.5
bush: name = hauixbsseqbdnvp, length = 15, month = Month.NOVEMBER, Fraction = 0.26666666666666666
bush: name = uiq, length = 3, month = Month.OCTOBER, Fraction = 0.6666666666666666
bush: name = zsbsewvaeoahvcggipw, length = 19, month = Month.MAY, Fraction = 0.3157894736842105
tree: name = iajsfofknveb, length = 12, age = 351, Fraction = 0.3333333333333333
flower: name = gbtmdjnwodvvwpjw, length = 16, type = Type.HOME, Fraction = 0.0625
bush: name = upiwlnzkutvxovfy, length = 16, month = Month.AUGUST, Fraction = 0.25
flower: name = gpltszowapmmuxeyu, length = 17, type = Type.GARDEN, Fraction = 0.29411764705882354
bush: name = qdkqqjffzozwqisvm, length = 17, month = Month.JANUARY, Fraction = 0.11764705882352941
flower: name = rwxsxvwpl, length = 9, type = Type.HOME, Fraction = 0.0
tree: name = lfnpqopcxcwqyysumf, length = 18, age = 646, Fraction = 0.1111111111111111
flower: name = mtevajvdozakux, length = 14, type = Type.WILD, Fraction = 0.35714285714285715
bush: name = pounvdfqcebiazo, length = 15, month = Month.NOVEMBER, Fraction = 0.4
bush: name = bmzytoooqye, length = 11, month = Month.JULY, Fraction = 0.36363636363636365
bush: name = hjldzkdtwfnlmumwn, length = 17, month = Month.MAY, Fraction = 0.058823529411764705
tree: name = fuaktkjjhiwnvdy, length = 15, age = 464, Fraction = 0.2
tree: name = z, length = 1, age = 1450, Fraction = 0.0
bush: name = azxysf, length = 6, month = Month.APRIL, Fraction = 0.16666666666666666
tree: name = llnx, length = 4, age = 1634, Fraction = 0.0
bush: name = gvpkvgzrjcmbzkswwqx, length = 19, month = Month.MARCH, Fraction = 0.0
flower: name = fyyaxom, length = 7, type = Type.GARDEN, Fraction = 0.2857142857142857
tree: name = uumz, length = 4, age = 890, Fraction = 0.5
bush: name = oi, length = 2, month = Month.APRIL, Fraction = 1.0
tree: name = ivndnlczmhpelt, length = 14, age = 1457, Fraction = 0.14285714285714285
tree: name = rinl, length = 4, age = 1193, Fraction = 0.25
tree: name = uiqhazh, length = 7, age = 1339, Fraction = 0.42857142857142855
flower: name = zdozhmbwzqdu, length = 12, type = Type.HOME, Fraction = 0.16666666666666666
flower: name = hceyblswfepjo, length = 13, type = Type.WILD, Fraction = 0.23076923076923078
bush: name = yxzkmwkuwetdeojqsx, length = 18, month = Month.APRIL, Fraction = 0.2222222222222222
bush: name = mfhunefplwwzksd, length = 15, month = Month.SEPTEMBER, Fraction = 0.13333333333333333
tree: name = pidaxcuvgnbip, length = 13, age = 526, Fraction = 0.3076923076923077
tree: name = vpcvefqehud, length = 11, age = 739, Fraction = 0.2727272727272727
bush: name = halopshubfemjrmusmsv, length = 20, month = Month.APRIL, Fraction = 0.25
flower: name = vvqorgfboniuxwcxyyw, length = 19, type = Type.GARDEN, Fraction = 0.21052631578947367
tree: name = bca, length = 3, age = 354, Fraction = 0.3333333333333333
bush: name = dflzmuvqu, length = 9, month = Month.SEPTEMBER, Fraction = 0.2222222222222222
flower: name = fzetynldxuglai, length = 14, type = Type.WILD, Fraction = 0.2857142857142857
bush: name = xkebetwhefbeqjclatm, length = 19, month = Month.JUNE, Fraction = 0.2631578947368421
flower: name = w, length = 1, type = Type.GARDEN, Fraction = 0.0
flower: name = q, length = 1, type = Type.WILD, Fraction = 0.0
tree: name = jvohmb, length = 6, age = 1727, Fraction = 0.16666666666666666
bush: name = mpibyjkzdr, length = 10, month = Month.NOVEMBER, Fraction = 0.1
bush: name = gikcobmbhchifkxccm, length = 18, month = Month.MAY, Fraction = 0.16666666666666666
tree: name = tynjyplrfwg, length = 11, age = 1016, Fraction = 0.0
bush: name = eyodpc, length = 6, month = Month.NOVEMBER, Fraction = 0.3333333333333333
bush: name = gqkcgdlndoarmxpmqkcb, length = 20, month = Month.AUGUST, Fraction = 0.1
bush: name = bop, length = 3, month = Month.SEPTEMBER, Fraction = 0.3333333333333333
tree: name = owgggqjkdvjnudxcohs, length = 19, age = 533, Fraction = 0.15789473684210525
flower: name = egvqxjubsstgngyh, length = 16, type = Type.HOME, Fraction = 0.125
flower: name = wsjdqee, length = 7, type = Type.WILD, Fraction = 0.2857142857142857
flower: name = y, length = 1, type = Type.HOME, Fraction = 0.0
tree: name = evm, length = 3, age = 928, Fraction = 0.3333333333333333
bush: name = nsxibjgfowvpk, length = 13, month = Month.OCTOBER, Fraction = 0.15384615384615385
bush: name = ieeqpogvnpswpiioxkxn, length = 20, month = Month.MARCH, Fraction = 0.35
bush: name = vajpsljdth, length = 10, month = Month.OCTOBER, Fraction = 0.1
flower: name = lryk, length = 4, type = Type.GARDEN, Fraction = 0.0
tree: name = elzmizqzbvwcsyqzcyui, length = 20, age = 768, Fraction = 0.2
flower: name = bcnjccnfxjd, length = 11, type = Type.WILD, Fraction = 0.0
tree: name = efy, length = 3, age = 1069, Fraction = 0.3333333333333333
flower: name = pmrob, length = 5, type = Type.GARDEN, Fraction = 0.2
tree: name = mixjonpihppkvbwaqj, length = 18, age = 760, Fraction = 0.2222222222222222
bush: name = eezjmb, length = 6, month = Month.JULY, Fraction = 0.3333333333333333
bush: name = zpunjtvwsdjbchyvx, length = 17, month = Month.FEBRUARY, Fraction = 0.058823529411764705
flower: name = ppfory, length = 6, type = Type.HOME, Fraction = 0.16666666666666666
tree: name = lycefjzyad, length = 10, age = 1373, Fraction = 0.2
tree: name = dddnftpesrph, length = 12, age = 389, Fraction = 0.08333333333333333
tree: name = wkwcskndnxbiwijjlzc, length = 19, age = 1304, Fraction = 0.10526315789473684
flower: name = k, length = 1, type = Type.GARDEN, Fraction = 0.0
flower: name = eiuqfupawrmguuf, length = 15, type = Type.HOME, Fraction = 0.4666666666666667
tree: name = rsqbzwzxlw, length = 10, age = 1856, Fraction = 0.0
flower: name = gzrp, length = 4, type = Type.HOME, Fraction = 0.0
flower: name = wqyzshldncskazzl, length = 16, type = Type.HOME, Fraction = 0.0625
flower: name = qhhnlpbteafegpjyuhi, length = 19, type = Type.HOME, Fraction = 0.2631578947368421
flower: name = xix, length = 3, type = Type.GARDEN, Fraction = 0.3333333333333333
flower: name = fqnvunwbanojptdvrey, length = 19, type = Type.GARDEN, Fraction = 0.21052631578947367
flower: name = mnmrxnutrwhxuhtmo, length = 17, type = Type.HOME, Fraction = 0.17647058823529413
tree: name = obekvaqfdy, length = 10, age = 947, Fraction = 0.3
bush: name = y, length = 1, month = Month.JULY, Fraction = 0.0
flower: name = zbbruxzzogcla, length = 13, type = Type.HOME, Fraction = 0.23076923076923078
tree: name = vuunvhskyafms, length = 13, age = 1414, Fraction = 0.23076923076923078
bush: name = leuknblsjqtwzlba, length = 16, month = Month.FEBRUARY, Fraction = 0.1875
flower: name = lothbqapxislwrzccr, length = 18, type = Type.WILD, Fraction = 0.16666666666666666
tree: name = hocjitwx, length = 8, age = 308, Fraction = 0.25
flower: name = eafarlituozo, length = 12, type = Type.WILD, Fraction = 0.5833333333333334
flower: name = hetpgiswvslpuag, length = 15, type = Type.GARDEN, Fraction = 0.26666666666666666
tree: name = fcn, length = 3, age = 85, Fraction = 0.0
flower: name = okk, length = 3, type = Type.HOME, Fraction = 0.3333333333333333
tree: name = iyteasi, length = 7, age = 1427, Fraction = 0.5714285714285714
tree: name = qtoxtkfqdiyfb, length = 13, age = 794, Fraction = 0.15384615384615385
bush: name = ki, length = 2, month = Month.SEPTEMBER, Fraction = 0.5
tree: name = sncjfundot, length = 10, age = 139, Fraction = 0.2
tree: name = btmw, length = 4, age = 427, Fraction = 0.0
flower: name = gymxnwzcwploxak, length = 15, type = Type.WILD, Fraction = 0.13333333333333333
flower: name = cpdihxntto, length = 10, type = Type.WILD, Fraction = 0.2
bush: name = lvxxjmtx, length = 8, month = Month.AUGUST, Fraction = 0.0
flower: name = mivnuoyrnjsji, length = 13, type = Type.GARDEN, Fraction = 0.3076923076923077
tree: name = mujkyg, length = 6, age = 1818, Fraction = 0.16666666666666666
bush: name = ntnttbhou, length = 9, month = Month.FEBRUARY, Fraction = 0.2222222222222222
